ID,samplegroup,qzip,q1,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2ba_1,q2ba_2,q2ba_3,q2ba_4,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bc_1,q2bc_2,q2bc_3,q2bc_4,q2bd_1,q2bd_2,q2bd_3,q2bd_4,q2be_1,q2be_2,q2be_3,q2be_4,q2bf_1,q2bf_2,q2bf_3,q2bf_4,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q7,q12a_1,q12a_2,q12a_3,q12b_4,q12b_5,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16b_9,q16b_10,q16b_11,q16b_12,q16b_13,q16b_14,q16b_15,q16c_16,q16c_17,q16c_18,q16c_19,q16c_20,q16c_21,q16c_22,q20,q29,POV,POV135,POV400,ethnicity,q6R,q20R,Age_range2,Age_range3,Age2_range2,Age2_range3,INCOME
1277,2,98104,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,2,,,,,,,,,3,2,2,1,2,1,1,4,5,1,1,1,4,5,2,5,4,5,5,5,1,4,5,5,2,4,5,5,1,13,0,0,0,1,5,5,6,5,,,6
1278,1,98121,1,0,2,3,0,0,0,,7,,,,1,2,,,1,,,,7,,,,7,,,,7,,,,2,,,,,,,,,3,1,1,1,1,1,5,4,5,1,4,3,5,1,1,3,4,3,4,5,3,2,2,5,3,5,4,5,1,10,0,0,0,3,3,5,1,2,,,3
1361,1,98125,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,,,,,,,,,99,2,2,2,2,2,2,4,2,1,2,1,4,5,1,2,2,3,4,4,2,3,5,5,4,5,3,5,3,12,0,0,1,1,4,3,4,4,4,3,5
1291,1,98122,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,3,5,2,1,2,3,5,5,5,5,3,4,2,4,2,3,3,5,4,5,4,1,4,10,0,0,1,1,5,2,5,4,5,4,3
1292,1,98117,1,0,2,0,0,0,0,,7,,,,1,,,,7,,,,7,,,,7,,,,7,,,,1,,,,,,,,,1,1,1,1,2,1,4,5,5,2,4,3,5,4,4,5,4,4,4,4,3,4,2,2,4,4,4,2,4,15,0,0,0,1,3,2,,,,,0
1284,4,98105,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,1,,,,,,,,,99,1,1,1,1,1,4,4,1,1,3,2,3,4,1,1,4,4,4,4,1,4,4,5,3,4,4,2,2,7,0,0,1,1,4,4,5,4,,,2
1285,3,98144,1,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,1,1,1,2,3,2,5,5,2,5,4,0,2,2,2,5,5,5,5,2,5,5,5,4,5,5,5,3,1,1,1,1,1,8,3,4,4,,,1
1362,4,98117,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,1,,,,,,,,,99,1,1,1,1,1,1,5,2,1,1,2,4,1,2,2,3,4,4,4,2,4,1,2,1,5,4,4,1,13,0,0,0,1,4,5,3,3,3,3,6
1305,1,98125,1,2,3,4,5,0,0,,0,,,,1,2,,,1,,,,1,,,,1,,,,0,,,,3,4,,,,,,,,3,1,1,1,1,1,1,5,4,1,2,2,1,1,1,1,3,5,3,3,1,3,2,5,3,4,3,5,1,12,0,0,0,1,5,5,3,3,3,3,5
1306,3,98144,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,0,0,0,9,8,1,4,4,,,0
1298,1,98177,1,0,2,3,0,5,0,,0,,,,1,,,,1,,,,0,,,,1,,,,0,,,,1,3,,,,,,,,99,1,1,1,1,1,3,5,5,1,2,2,4,5,2,5,3,4,4,4,1,5,3,4,4,4,2,3,1,14,0,0,0,1,5,5,5,4,2,2,7
1299,4,98116,1,1,2,3,4,6,0,,1,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,1,1,2,2,4,2,2,2,3,5,5,5,2,4,3,5,4,2,4,5,2,15,0,0,0,8,5,4,3,3,3,3,0
1310,4,98107,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,3,2,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,4,4,5,1,2,1,1,2,4,2,2,1,15,0,0,0,1,4,5,3,3,4,3,0
1328,1,98105,1,1,2,5,0,0,0,,1,,,,1,,,,0,,,,0,,,,1,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,1,1,5,1,1,1,1,2,2,3,2,2,4,3,4,3,4,0,2,4,4,4,1,15,0,0,0,3,3,5,3,3,,,0
1314,1,98144,1,1,2,3,4,5,0,,1,,,,1,2,,,1,,,,1,,,,1,,,,7,,,,1,4,,,,,,,,3,1,1,1,1,1,2,4,5,1,3,2,4,1,1,1,2,4,4,4,2,2,1,4,2,4,3,4,1,11,0,0,0,1,5,5,2,2,2,2,4
1315,1,98136,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,4,,,,,,,,3,1,1,1,1,1,2,3,2,1,1,2,3,4,1,3,3,5,5,4,1,3,2,5,3,4,4,5,1,10,0,0,1,3,4,5,,,,,3
1316,1,98115,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,5,4,5,4,4,5,4,5,5,4,4,5,5,4,5,5,5,4,5,5,5,5,0,0,0,0,0,8,3,0,,,,,0
1434,1,98136,1,1,2,3,4,5,0,,1,,,,1,3,,,1,,,,1,,,,1,,,,0,,,,3,,,,,,,,,3,2,1,1,2,1,4,2,1,1,1,1,4,3,2,1,2,4,4,4,1,3,1,4,2,4,4,4,1,14,0,0,0,1,3,5,4,4,4,4,7
1438,1,98105,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,4,5,1,1,5,5,5,5,5,3,5,5,5,2,4,5,5,4,5,5,5,1,12,0,0,0,1,4,5,6,4,6,5,5
1317,1,98126,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,4,99,1,1,1,1,1,1,5,3,1,2,1,5,3,2,2,2,3,4,1,1,3,1,4,2,3,4,5,0,15,0,0,0,3,4,0,4,4,4,3,0
1321,1,98102,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,4,,,,,,,,2,1,1,1,1,1,3,4,5,1,3,2,3,2,2,1,4,3,2,4,1,3,1,1,1,4,3,5,1,10,0,0,0,1,4,5,2,2,2,2,3
1322,1,98177,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,2,1,1,1,1,1,3,3,4,1,2,2,4,1,1,1,2,4,4,3,1,2,1,4,1,5,4,4,1,10,0,0,1,1,5,5,4,4,1,1,3
1275,3,98106,2,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,1,1,1,1,1,1,4,5,2,5,3,4,2,4,1,2,4,4,4,3,4,5,5,3,4,4,5,3,2,0,0,1,8,8,3,5,4,,,1
1364,4,98117,1,1,2,3,4,5,6,,1,2,,,1,2,,,1,2,,,1,,,,1,,,,1,,,,3,,,,,,,,,3,2,2,2,2,2,1,5,5,1,2,1,1,1,1,1,3,4,4,5,1,3,1,1,4,5,4,5,1,13,0,0,0,9,5,5,4,3,3,3,6
1368,1,98103,1,1,2,3,0,5,0,,1,,,,1,2,,,1,,,,7,,,,1,,,,7,,,,3,,,,,,,,,3,2,1,1,1,1,4,4,2,1,2,2,3,2,2,1,3,4,2,4,1,2,3,5,2,2,2,4,1,14,0,0,0,1,1,5,1,2,1,2,7
1324,1,98107,2,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,2,2,2,2,2,4,5,5,1,4,4,4,4,5,1,5,0,5,5,2,5,5,5,4,5,5,5,3,15,0,0,0,8,8,3,,,,,0
1250,1,98118,1,1,2,3,0,5,6,,1,,,,1,,,,1,,,,7,,,,1,,,,1,,,,3,4,,,,,,,,3,2,1,1,1,1,4,5,5,1,3,2,5,2,4,2,3,5,5,4,2,4,5,5,4,5,4,5,2,15,0,0,0,1,4,4,5,4,5,4,0
1329,1,98112,1,1,2,3,4,0,6,,1,,,,1,,,,1,,,,1,,,,7,,,,1,,,,1,,,,,,,,,99,2,2,2,2,2,1,5,5,1,1,1,5,1,1,1,1,5,3,5,1,3,2,5,2,5,5,5,3,14,0,0,0,1,4,3,,,,,7
1330,1,98116,1,1,2,3,4,0,0,,1,2,,,1,2,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,3,1,1,1,1,1,4,5,5,1,2,3,5,2,2,1,3,4,4,5,2,4,1,5,4,5,4,5,3,14,0,0,0,1,5,3,3,3,2,3,7
1263,1,98109,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,2,4,5,1,2,2,5,5,5,5,2,5,5,4,2,2,5,5,3,3,5,5,2,8,0,0,1,1,4,4,7,5,,,2
1264,1,98117,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,,4,1,1,1,1,1,3,4,5,2,2,0,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,4,11,0,0,0,1,3,2,7,5,,,4
1256,1,98102,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,3,1,1,1,1,1,2,2,5,1,1,1,4,1,1,1,2,3,3,4,1,3,1,5,2,4,3,4,1,14,0,0,0,1,5,5,,,,,7
1257,1,98144,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,1,,,,,,,,,3,1,1,1,1,1,1,5,5,1,3,2,1,2,1,1,3,2,4,3,2,2,1,1,2,4,3,4,1,10,0,0,0,1,3,5,2,2,2,2,3
1369,3,98125,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,8,1,,,,,1
1370,1,98178,1,1,0,3,4,0,0,,1,,,,7,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,0,1,1,1,1,1,3,4,4,1,2,2,5,4,4,1,2,5,4,4,1,3,3,3,5,5,4,5,1,10,0,0,0,2,4,5,6,4,,,3
1279,4,98126,2,3,0,0,0,0,0,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,1,1,1,1,1,1,4,1,1,2,3,2,2,1,1,3,4,5,4,1,4,5,5,1,4,3,3,1,1,1,1,1,2,8,5,3,3,,,1
1270,1,98117,1,1,2,3,4,5,6,,1,,,,1,2,,,1,,,,1,,,,1,,,,1,,,,3,,,,,,,,,3,1,1,1,1,1,2,3,5,1,3,2,2,1,1,1,3,4,4,4,4,2,1,5,3,4,2,4,1,13,0,0,0,1,4,5,4,3,4,3,6
1280,2,98108,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,,,,,,,,,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,3,1,4,1,5,1,4,1,5,3,3,1,7,0,0,1,3,4,5,1,1,5,4,2
1281,1,98117,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,4,2,2,1,2,2,3,5,2,1,2,2,1,1,2,1,2,1,2,4,1,2,2,2,1,4,1,3,1,12,0,0,0,1,4,5,3,3,3,3,5
1282,1,98102,1,2,3,4,0,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,3,6,,,,,,,,3,2,1,1,2,1,1,3,5,1,1,1,2,1,2,1,2,2,2,3,1,2,2,5,2,4,1,3,1,11,0,0,0,1,4,5,2,2,,,4
1286,4,98122,1,2,3,0,0,0,0,,0,,,,2,,,,1,,,,0,,,,0,,,,0,,,,2,4,,,,,,,,3,1,1,1,1,1,2,5,5,1,2,2,2,3,3,1,3,5,1,4,1,2,1,1,2,4,2,5,1,12,0,0,1,1,4,5,3,3,2,2,5
1287,1,98103,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,,,,,,,,4,99,1,0,0,0,0,2,3,5,1,4,2,5,5,0,2,4,5,5,5,2,4,5,5,5,5,5,5,2,12,0,0,0,1,4,4,6,5,,,5
873,1,98133,2,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,0,0,0,1,8,1,,,,,4
1288,3,98105,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,99,1,1,1,3,3,5,4,3,2,3,3,5,2,2,2,3,2,4,5,2,4,5,4,3,4,4,4,2,3,0,1,1,1,4,4,,,,,1
1399,1,98102,1,0,2,3,4,0,0,,7,,,,1,2,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,0,1,1,1,1,1,3,5,5,1,2,2,5,1,1,1,4,5,4,5,2,4,1,1,2,5,4,5,2,12,0,0,0,1,4,4,4,3,3,3,5
1403,1,98112,1,1,2,3,5,0,0,,1,,,,1,,,,1,,,,0,,,,1,,,,0,,,,3,4,,,,,,,,3,2,1,1,1,1,3,4,3,2,2,2,5,1,1,1,3,3,4,4,1,3,3,5,3,3,3,4,2,12,0,0,0,1,4,4,1,2,2,2,5
1331,2,98133,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,3,1,1,1,1,1,3,4,4,1,2,2,5,1,2,1,4,5,5,5,2,4,4,5,5,4,3,5,2,12,0,0,0,1,4,4,3,3,2,3,5
1289,1,98115,1,1,2,3,4,5,0,,1,2,,,1,2,,,1,2,,,1,,,,1,,,,0,,,,1,4,,,,,,,,2,1,1,1,1,1,4,5,0,1,3,3,5,4,2,5,4,5,4,5,3,3,1,5,4,4,3,5,2,11,0,0,0,1,4,4,,,,,4
1293,1,98117,1,0,2,0,4,0,0,,7,,,,1,,,,7,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,5,1,4,5,5,5,3,5,4,5,5,5,2,5,5,5,4,5,3,5,1,7,0,0,1,1,4,5,6,4,,,2
1294,1,98115,1,1,2,3,4,0,0,,1,,,,2,,,,1,,,,1,,,,7,,,,7,,,,4,,,,,,,,,0,0,0,0,0,0,4,5,5,5,2,2,5,3,2,5,3,3,2,4,3,2,2,5,3,3,3,5,3,15,0,0,0,1,4,3,,,,,0
1295,1,98116,1,1,2,3,4,5,0,,1,,,,1,2,,,1,,,,1,,,,1,,,,0,,,,1,4,,,,,,,,4,1,1,1,1,1,4,4,1,1,2,2,4,2,1,1,3,4,4,4,1,4,1,5,1,4,4,4,1,13,0,0,0,1,5,5,2,2,2,2,6
1223,2,98104,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,4,,,,,,,,99,1,1,1,1,1,4,4,4,1,3,2,4,2,1,1,4,4,4,5,2,2,4,5,2,4,3,4,1,10,0,0,0,1,4,5,2,2,,,3
1224,2,98125,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,1,4,,,,,,,,99,1,1,1,1,1,4,4,5,1,2,4,5,0,3,5,4,4,4,4,4,4,5,5,4,2,5,5,1,12,0,0,0,1,4,5,5,4,,,5
1216,1,98103,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,3,1,1,1,1,1,2,3,4,1,2,2,3,1,1,4,2,4,4,4,1,1,2,2,2,2,2,3,2,10,0,0,0,8,4,4,,,,,3
1217,1,98116,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,4,4,5,1,3,3,5,3,1,1,3,5,5,4,1,1,4,5,4,2,4,5,1,10,0,0,0,1,4,5,5,4,,,3
1336,1,98103,1,0,2,3,4,0,6,,7,,,,1,2,,,1,,,,1,,,,7,,,,1,,,,3,4,,,,,,,,4,1,1,1,1,1,4,3,1,1,1,2,1,1,1,1,2,4,1,4,1,4,2,4,2,2,1,4,1,9,0,0,1,1,3,5,1,2,1,2,2
1337,2,98104,1,0,0,0,4,0,0,,0,,,,0,,,,0,,,,1,,,,0,,,,0,,,,2,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,2,4,5,6,4,,,1
1237,1,98109,1,1,2,3,4,0,6,,1,,,,1,,,,1,,,,1,,,,7,,,,1,,,,1,2,3,4,5,,,,,3,1,1,1,1,1,2,4,5,1,1,3,4,1,1,1,2,4,3,3,1,4,1,4,1,4,3,4,0,0,0,0,0,1,4,0,,,,,0
1238,1,98177,1,0,2,0,0,0,0,,7,,,,1,,,,7,,,,7,,,,7,,,,7,,,,3,,,,,,,,,99,1,0,0,0,0,5,4,5,1,4,2,5,5,5,2,4,5,5,5,2,5,5,5,5,5,5,5,4,3,0,0,1,1,4,2,6,5,,,1
1230,3,98144,1,0,0,3,0,0,0,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,2,3,4,,,,,,,99,2,2,2,2,3,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,2,1,6,5,5,4,1
1231,4,98103,1,2,3,4,0,0,0,,0,,,,1,2,,,1,2,,,1,,,,0,,,,0,,,,3,4,,,,,,,,99,2,2,1,1,1,4,5,1,1,2,2,5,1,1,1,4,4,1,5,2,4,3,5,1,2,4,5,1,12,0,0,0,1,4,5,3,3,,,5
1296,4,98115,1,2,3,4,5,0,0,,0,,,,1,2,,,1,2,,,1,,,,1,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,3,1,2,4,5,1,1,5,2,4,2,5,1,3,3,5,3,3,4,5,1,14,0,0,0,1,5,5,2,3,2,3,7
1300,1,98109,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,4,,,,,,,,3,1,1,1,1,1,4,5,5,1,2,2,3,2,1,1,2,3,4,4,2,4,4,5,2,4,4,5,2,11,0,0,0,1,4,4,3,3,2,3,4
1247,1,98115,1,2,3,4,0,0,0,,0,,,,1,2,,,1,2,,,1,,,,0,,,,0,,,,3,4,,,,,,,,4,1,1,1,1,1,4,5,5,1,1,2,4,4,1,1,4,3,1,3,1,3,1,5,2,4,4,5,2,13,0,0,0,8,4,4,2,2,,,6
1251,1,98102,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,5,1,3,2,3,1,1,1,3,2,4,4,3,4,3,4,3,5,3,5,1,12,0,0,0,2,3,5,2,2,2,2,5
1258,1,98121,1,0,2,3,0,0,0,,0,,,,2,,,,1,,,,7,,,,7,,,,7,,,,2,,,,,,,,,99,1,1,1,1,1,3,5,5,1,2,2,2,2,1,1,3,4,4,4,1,4,2,5,3,2,4,2,1,14,0,0,0,3,5,5,,,,,7
1244,4,98115,1,1,2,3,4,6,0,,1,,,,1,2,,,1,,,,1,,,,0,,,,2,,,,1,4,,,,,,,,99,1,1,1,1,1,3,5,4,1,3,3,3,1,1,2,3,4,5,4,2,4,3,5,2,4,4,4,1,14,0,0,0,1,5,5,3,3,2,3,7
1245,4,98136,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,3,4,6,,,,,,,3,1,1,1,1,1,3,5,2,1,2,2,3,2,1,1,3,2,4,4,2,4,2,5,4,4,4,4,1,13,0,0,0,1,5,5,4,3,4,3,6
1252,3,98104,1,0,2,3,0,0,0,,0,,,,4,,,,1,,,,7,,,,7,,,,7,,,,2,,,,,,,,,99,0,0,0,0,3,4,5,5,0,4,5,3,1,4,1,4,5,4,4,1,5,5,5,5,5,5,2,3,1,1,1,1,2,3,3,,,,,1
1253,1,98105,1,1,2,3,0,0,6,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,3,4,,,,,,,,99,1,1,1,1,1,4,5,5,1,0,5,5,5,5,2,4,5,5,4,1,5,1,2,4,5,5,5,1,5,0,0,1,1,5,5,6,5,,,2
1254,1,98106,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,2,4,4,5,0,1,2,5,4,4,1,2,4,4,4,2,4,4,5,4,2,3,5,1,11,0,0,0,1,4,5,5,4,4,4,4
806,1,98144,1,0,0,3,0,0,6,,7,,,,7,,,,1,,,,7,,,,7,,,,4,,,,3,,,,,,,,,1,3,0,0,0,0,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,0,1,1,1,1,2,2,0,5,4,,,1
1259,4,98107,1,2,3,4,6,0,0,,0,,,,2,,,,1,2,,,1,,,,0,,,,1,2,,,3,,,,,,,,,99,2,2,2,2,2,1,5,3,1,1,3,4,1,1,1,2,5,2,4,1,1,4,5,1,4,3,4,1,13,0,0,0,1,4,5,3,3,3,3,6
1260,3,98103,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,3,2,1,1,2,1,4,5,5,3,3,5,5,4,4,5,4,5,5,4,4,4,5,5,4,5,5,5,4,1,1,1,1,1,4,2,5,4,,,1
1301,1,98103,1,1,0,3,4,0,0,,1,,,,0,,,,1,,,,1,,,,0,,,,0,,,,5,,,,,,,,1,99,1,1,1,1,1,4,4,0,1,3,3,3,2,2,2,3,5,5,4,2,3,5,5,4,5,5,5,2,11,0,0,0,1,4,4,7,5,7,5,4
1302,2,98104,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,2,4,,,,,,,,3,1,1,1,1,1,3,4,5,1,1,2,5,1,2,5,4,5,4,4,2,4,5,5,1,4,4,5,2,12,0,0,0,3,4,4,6,5,,,5
1404,4,98103,1,2,3,4,0,0,0,,0,,,,1,,,,2,,,,1,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,2,5,3,1,3,3,3,4,3,1,4,5,3,4,3,3,4,3,4,5,4,5,2,12,0,0,0,1,4,4,3,3,3,3,5
1405,1,98115,1,1,0,3,0,0,0,,1,,,,0,,,,1,,,,0,,,,0,,,,0,,,,3,4,,,,,,,,99,1,1,1,1,1,0,0,0,1,4,3,5,5,5,1,2,5,5,5,2,5,5,5,5,5,5,5,3,15,0,0,0,8,4,3,,,,,0
1181,1,98115,1,1,0,3,4,0,0,,1,,,,0,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,99,1,1,1,1,1,4,4,3,1,4,3,2,2,4,1,3,5,5,4,2,2,2,5,2,5,5,5,3,4,0,0,1,1,4,3,,,,,1
1182,1,98117,1,1,2,3,4,6,0,,1,,,,1,2,,,1,2,,,1,2,,,0,,,,1,,,,1,4,,,,,,,,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,4,4,4,1,2,1,5,2,4,2,4,1,11,0,0,0,9,4,5,4,4,1,2,4
1261,1,98118,1,2,3,4,5,0,0,,0,,,,1,,,,1,,,,1,,,,1,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,4,4,3,3,4,4,3,2,2,5,4,4,3,2,4,5,5,4,4,4,2,1,1,1,1,1,9,4,5,4,3,,,1
1265,1,98136,1,2,3,4,5,0,0,,0,,,,1,2,,,1,,,,1,,,,1,,,,0,,,,3,4,,,,,,,,4,1,1,1,1,1,4,5,5,1,1,2,5,1,3,1,4,4,3,5,1,3,1,5,5,3,5,5,1,12,0,0,0,1,4,5,2,2,3,3,5
1195,2,98108,1,1,2,3,4,5,0,,1,,,,1,2,,,1,,,,1,,,,1,,,,7,,,,3,4,,,,,,,,4,2,1,1,2,1,2,3,5,1,1,1,4,1,1,1,3,4,4,4,1,3,3,5,1,4,4,4,1,13,0,0,0,1,4,5,2,2,2,2,6
1196,1,98177,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,4,,,,,,,,0,1,0,0,0,0,2,5,1,1,2,2,2,1,2,1,3,5,4,4,3,3,2,2,2,1,3,5,2,15,0,0,0,1,4,4,3,3,3,3,0
1188,3,98119,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,0,5,5,4,5,5,5,5,5,4,5,2,2,0,0,1,1,8,4,6,5,,,1
1189,1,98122,1,2,3,4,6,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,1,,,,3,,,,,,,,,99,2,2,1,1,1,3,4,5,1,1,2,2,1,1,1,3,4,2,3,1,3,2,4,1,4,3,4,1,13,0,0,0,3,4,5,2,3,3,3,6
1266,4,98116,1,1,2,3,4,5,0,,1,,,,1,,,,1,2,,,1,,,,1,,,,0,,,,3,4,,,,,,,,99,2,2,1,1,1,2,5,1,1,1,1,2,1,1,1,2,2,3,4,2,2,1,1,2,4,3,4,2,12,0,0,0,1,4,4,3,3,3,3,5
1267,1,98103,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,99,1,1,1,1,2,2,4,5,1,2,2,4,1,1,1,3,4,4,4,1,2,1,5,3,4,5,5,1,14,0,0,0,1,3,5,4,4,4,4,7
65,3,98126,2,0,0,0,4,0,0,,7,,,,7,,,,0,,,,4,,,,7,,,,7,,,,8,,,,,,,,,98,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,6,8,1,6,4,,,1
1209,1,98107,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,2,1,1,1,1,1,5,5,5,1,1,1,4,1,1,5,5,4,4,5,4,2,1,1,3,4,2,5,1,11,0,0,0,8,4,5,2,2,2,2,4
1210,1,98117,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,1,1,1,1,1,1,3,5,5,1,2,2,5,1,1,4,2,4,2,4,2,3,2,5,1,4,3,5,1,13,0,0,0,1,3,5,3,3,3,3,6
1202,2,98133,1,0,2,0,0,0,0,,7,,,,1,,,,7,,,,7,,,,7,,,,7,,,,7,,,,,,,,,98,0,0,0,0,0,2,5,5,5,2,5,5,5,5,5,2,2,5,4,4,4,5,5,2,5,5,5,4,1,1,1,1,1,9,2,,,,,1
1203,2,98104,1,1,2,3,4,5,6,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,2,,,,,,,,,4,1,1,1,1,1,4,4,5,1,2,1,1,1,1,1,3,4,4,4,1,4,3,5,2,4,2,4,1,12,0,0,0,1,5,5,,,,,5
